dataset,path,relative_path,file_name,actor_id,actor_folder,split,inferred_gender,emotion_code,emotion,modality,vocal_channel,intensity,statement,repetition,size_bytes
ravdess,github/ravdess/Actor_24/02-01-06-01-02-02-24.mp4,ravdess/Actor_24/02-01-06-01-02-02-24.mp4,02-01-06-01-02-02-24.mp4,24,Actor_24,train,female,06,fearful,video_only,speech,normal,02,02,5105808
ravdess,github/ravdess/Actor_24/02-01-06-02-01-01-24.mp4,ravdess/Actor_24/02-01-06-02-01-01-24.mp4,02-01-06-02-01-01-24.mp4,24,Actor_24,train,female,06,fearful,video_only,speech,strong,01,01,4891299
ravdess,github/ravdess/Actor_24/02-01-06-02-01-02-24.mp4,ravdess/Actor_24/02-01-06-02-01-02-24.mp4,02-01-06-02-01-02-24.mp4,24,Actor_24,train,female,06,fearful,video_only,speech,strong,01,02,5185827
ravdess,github/ravdess/Actor_24/02-01-06-02-02-01-24.mp4,ravdess/Actor_24/02-01-06-02-02-01-24.mp4,02-01-06-02-02-01-24.mp4,24,Actor_24,train,female,06,fearful,video_only,speech,strong,02,01,4594719
ravdess,github/ravdess/Actor_24/02-01-06-02-02-02-24.mp4,ravdess/Actor_24/02-01-06-02-02-02-24.mp4,02-01-06-02-02-02-24.mp4,24,Actor_24,train,female,06,fearful,video_only,speech,strong,02,02,4889139
ravdess,github/ravdess/Actor_24/02-01-07-01-01-01-24.mp4,ravdess/Actor_24/02-01-07-01-01-01-24.mp4,02-01-07-01-01-01-24.mp4,24,Actor_24,train,female,07,disgust,video_only,speech,normal,01,01,5484444
ravdess,github/ravdess/Actor_24/02-01-07-01-01-02-24.mp4,ravdess/Actor_24/02-01-07-01-01-02-24.mp4,02-01-07-01-01-02-24.mp4,24,Actor_24,train,female,07,disgust,video_only,speech,normal,01,02,5229088
ravdess,github/ravdess/Actor_24/02-01-07-01-02-01-24.mp4,ravdess/Actor_24/02-01-07-01-02-01-24.mp4,02-01-07-01-02-01-24.mp4,24,Actor_24,train,female,07,disgust,video_only,speech,normal,02,01,5107145
ravdess,github/ravdess/Actor_24/02-01-07-01-02-02-24.mp4,ravdess/Actor_24/02-01-07-01-02-02-24.mp4,02-01-07-01-02-02-24.mp4,24,Actor_24,train,female,07,disgust,video_only,speech,normal,02,02,5186524
ravdess,github/ravdess/Actor_24/02-01-07-02-01-01-24.mp4,ravdess/Actor_24/02-01-07-02-01-01-24.mp4,02-01-07-02-01-01-24.mp4,24,Actor_24,train,female,07,disgust,video_only,speech,strong,01,01,5526208
ravdess,github/ravdess/Actor_24/02-01-07-02-01-02-24.mp4,ravdess/Actor_24/02-01-07-02-01-02-24.mp4,02-01-07-02-01-02-24.mp4,24,Actor_24,train,female,07,disgust,video_only,speech,strong,01,02,5911949
ravdess,github/ravdess/Actor_24/02-01-07-02-02-01-24.mp4,ravdess/Actor_24/02-01-07-02-02-01-24.mp4,02-01-07-02-02-01-24.mp4,24,Actor_24,train,female,07,disgust,video_only,speech,strong,02,01,5400217
ravdess,github/ravdess/Actor_24/02-01-07-02-02-02-24.mp4,ravdess/Actor_24/02-01-07-02-02-02-24.mp4,02-01-07-02-02-02-24.mp4,24,Actor_24,train,female,07,disgust,video_only,speech,strong,02,02,5655197
ravdess,github/ravdess/Actor_24/02-01-08-01-01-01-24.mp4,ravdess/Actor_24/02-01-08-01-01-01-24.mp4,02-01-08-01-01-01-24.mp4,24,Actor_24,train,female,08,surprised,video_only,speech,normal,01,01,4216879
ravdess,github/ravdess/Actor_24/02-01-08-01-01-02-24.mp4,ravdess/Actor_24/02-01-08-01-01-02-24.mp4,02-01-08-01-01-02-24.mp4,24,Actor_24,train,female,08,surprised,video_only,speech,normal,01,02,4424497
ravdess,github/ravdess/Actor_24/02-01-08-01-02-01-24.mp4,ravdess/Actor_24/02-01-08-01-02-01-24.mp4,02-01-08-01-02-01-24.mp4,24,Actor_24,train,female,08,surprised,video_only,speech,normal,02,01,4296821
ravdess,github/ravdess/Actor_24/02-01-08-01-02-02-24.mp4,ravdess/Actor_24/02-01-08-01-02-02-24.mp4,02-01-08-01-02-02-24.mp4,24,Actor_24,train,female,08,surprised,video_only,speech,normal,02,02,4341743
ravdess,github/ravdess/Actor_24/02-01-08-02-01-01-24.mp4,ravdess/Actor_24/02-01-08-02-01-01-24.mp4,02-01-08-02-01-01-24.mp4,24,Actor_24,train,female,08,surprised,video_only,speech,strong,01,01,5026739
ravdess,github/ravdess/Actor_24/02-01-08-02-01-02-24.mp4,ravdess/Actor_24/02-01-08-02-01-02-24.mp4,02-01-08-02-01-02-24.mp4,24,Actor_24,train,female,08,surprised,video_only,speech,strong,01,02,5064405
ravdess,github/ravdess/Actor_24/02-01-08-02-02-01-24.mp4,ravdess/Actor_24/02-01-08-02-02-01-24.mp4,02-01-08-02-02-01-24.mp4,24,Actor_24,train,female,08,surprised,video_only,speech,strong,02,01,4681774
ravdess,github/ravdess/Actor_24/02-01-08-02-02-02-24.mp4,ravdess/Actor_24/02-01-08-02-02-02-24.mp4,02-01-08-02-02-02-24.mp4,24,Actor_24,train,female,08,surprised,video_only,speech,strong,02,02,4638103
crema-d,github/crema-d/Actor_01/1001_DFA_ANG_XX_01.mp4,crema-d/Actor_01/1001_DFA_ANG_XX_01.mp4,1001_DFA_ANG_XX_01.mp4,1001,Actor_01,train,unknown,ANG,angry,audio_video,speech,unspecified,DFA,01,177441
crema-d,github/crema-d/Actor_01/1001_DFA_DIS_XX_01.mp4,crema-d/Actor_01/1001_DFA_DIS_XX_01.mp4,1001_DFA_DIS_XX_01.mp4,1001,Actor_01,train,unknown,DIS,disgust,audio_video,speech,unspecified,DFA,01,185873
crema-d,github/crema-d/Actor_01/1001_DFA_FEA_XX_01.mp4,crema-d/Actor_01/1001_DFA_FEA_XX_01.mp4,1001_DFA_FEA_XX_01.mp4,1001,Actor_01,train,unknown,FEA,fearful,audio_video,speech,unspecified,DFA,01,178898
crema-d,github/crema-d/Actor_01/1001_DFA_HAP_XX_01.mp4,crema-d/Actor_01/1001_DFA_HAP_XX_01.mp4,1001_DFA_HAP_XX_01.mp4,1001,Actor_01,train,unknown,HAP,happy,audio_video,speech,unspecified,DFA,01,142526
crema-d,github/crema-d/Actor_01/1001_DFA_NEU_XX_01.mp4,crema-d/Actor_01/1001_DFA_NEU_XX_01.mp4,1001_DFA_NEU_XX_01.mp4,1001,Actor_01,train,unknown,NEU,neutral,audio_video,speech,unspecified,DFA,01,156549
crema-d,github/crema-d/Actor_01/1001_DFA_SAD_XX_01.mp4,crema-d/Actor_01/1001_DFA_SAD_XX_01.mp4,1001_DFA_SAD_XX_01.mp4,1001,Actor_01,train,unknown,SAD,sad,audio_video,speech,unspecified,DFA,01,155844
crema-d,github/crema-d/Actor_01/1001_IEO_ANG_HI_01.mp4,crema-d/Actor_01/1001_IEO_ANG_HI_01.mp4,1001_IEO_ANG_HI_01.mp4,1001,Actor_01,train,unknown,ANG,angry,audio_video,speech,high,IEO,01,148227
crema-d,github/crema-d/Actor_01/1001_IEO_ANG_LO_01.mp4,crema-d/Actor_01/1001_IEO_ANG_LO_01.mp4,1001_IEO_ANG_LO_01.mp4,1001,Actor_01,train,unknown,ANG,angry,audio_video,speech,low,IEO,01,140979
crema-d,github/crema-d/Actor_01/1001_IEO_ANG_MD_01.mp4,crema-d/Actor_01/1001_IEO_ANG_MD_01.mp4,1001_IEO_ANG_MD_01.mp4,1001,Actor_01,train,unknown,ANG,angry,audio_video,speech,medium,IEO,01,186673
crema-d,github/crema-d/Actor_01/1001_IEO_DIS_HI_01.mp4,crema-d/Actor_01/1001_IEO_DIS_HI_01.mp4,1001_IEO_DIS_HI_01.mp4,1001,Actor_01,train,unknown,DIS,disgust,audio_video,speech,high,IEO,01,161177
crema-d,github/crema-d/Actor_01/1001_IEO_DIS_LO_01.mp4,crema-d/Actor_01/1001_IEO_DIS_LO_01.mp4,1001_IEO_DIS_LO_01.mp4,1001,Actor_01,train,unknown,DIS,disgust,audio_video,speech,low,IEO,01,138769
crema-d,github/crema-d/Actor_01/1001_IEO_DIS_MD_01.mp4,crema-d/Actor_01/1001_IEO_DIS_MD_01.mp4,1001_IEO_DIS_MD_01.mp4,1001,Actor_01,train,unknown,DIS,disgust,audio_video,speech,medium,IEO,01,141147
crema-d,github/crema-d/Actor_01/1001_IEO_FEA_HI_01.mp4,crema-d/Actor_01/1001_IEO_FEA_HI_01.mp4,1001_IEO_FEA_HI_01.mp4,1001,Actor_01,train,unknown,FEA,fearful,audio_video,speech,high,IEO,01,119880
crema-d,github/crema-d/Actor_01/1001_IEO_FEA_LO_01.mp4,crema-d/Actor_01/1001_IEO_FEA_LO_01.mp4,1001_IEO_FEA_LO_01.mp4,1001,Actor_01,train,unknown,FEA,fearful,audio_video,speech,low,IEO,01,113415
crema-d,github/crema-d/Actor_01/1001_IEO_FEA_MD_01.mp4,crema-d/Actor_01/1001_IEO_FEA_MD_01.mp4,1001_IEO_FEA_MD_01.mp4,1001,Actor_01,train,unknown,FEA,fearful,audio_video,speech,medium,IEO,01,117594
crema-d,github/crema-d/Actor_01/1001_IEO_HAP_HI_01.mp4,crema-d/Actor_01/1001_IEO_HAP_HI_01.mp4,1001_IEO_HAP_HI_01.mp4,1001,Actor_01,train,unknown,HAP,happy,audio_video,speech,high,IEO,01,141056
crema-d,github/crema-d/Actor_01/1001_IEO_HAP_LO_01.mp4,crema-d/Actor_01/1001_IEO_HAP_LO_01.mp4,1001_IEO_HAP_LO_01.mp4,1001,Actor_01,train,unknown,HAP,happy,audio_video,speech,low,IEO,01,132165
crema-d,github/crema-d/Actor_01/1001_IEO_HAP_MD_01.mp4,crema-d/Actor_01/1001_IEO_HAP_MD_01.mp4,1001_IEO_HAP_MD_01.mp4,1001,Actor_01,train,unknown,HAP,happy,audio_video,speech,medium,IEO,01,128090
crema-d,github/crema-d/Actor_01/1001_IEO_NEU_XX_01.mp4,crema-d/Actor_01/1001_IEO_NEU_XX_01.mp4,1001_IEO_NEU_XX_01.mp4,1001,Actor_01,train,unknown,NEU,neutral,audio_video,speech,unspecified,IEO,01,133468
crema-d,github/crema-d/Actor_01/1001_IEO_SAD_HI_01.mp4,crema-d/Actor_01/1001_IEO_SAD_HI_01.mp4,1001_IEO_SAD_HI_01.mp4,1001,Actor_01,train,unknown,SAD,sad,audio_video,speech,high,IEO,01,147021
crema-d,github/crema-d/Actor_01/1001_IEO_SAD_LO_01.mp4,crema-d/Actor_01/1001_IEO_SAD_LO_01.mp4,1001_IEO_SAD_LO_01.mp4,1001,Actor_01,train,unknown,SAD,sad,audio_video,speech,low,IEO,01,135390
crema-d,github/crema-d/Actor_01/1001_IEO_SAD_MD_01.mp4,crema-d/Actor_01/1001_IEO_SAD_MD_01.mp4,1001_IEO_SAD_MD_01.mp4,1001,Actor_01,train,unknown,SAD,sad,audio_video,speech,medium,IEO,01,128368
crema-d,github/crema-d/Actor_01/1001_IOM_ANG_XX_01.mp4,crema-d/Actor_01/1001_IOM_ANG_XX_01.mp4,1001_IOM_ANG_XX_01.mp4,1001,Actor_01,train,unknown,ANG,angry,audio_video,speech,unspecified,IOM,01,163431
crema-d,github/crema-d/Actor_01/1001_IOM_DIS_XX_01.mp4,crema-d/Actor_01/1001_IOM_DIS_XX_01.mp4,1001_IOM_DIS_XX_01.mp4,1001,Actor_01,train,unknown,DIS,disgust,audio_video,speech,unspecified,IOM,01,169592
crema-d,github/crema-d/Actor_01/1001_IOM_FEA_XX_01.mp4,crema-d/Actor_01/1001_IOM_FEA_XX_01.mp4,1001_IOM_FEA_XX_01.mp4,1001,Actor_01,train,unknown,FEA,fearful,audio_video,speech,unspecified,IOM,01,231401
crema-d,github/crema-d/Actor_01/1001_IOM_HAP_XX_01.mp4,crema-d/Actor_01/1001_IOM_HAP_XX_01.mp4,1001_IOM_HAP_XX_01.mp4,1001,Actor_01,train,unknown,HAP,happy,audio_video,speech,unspecified,IOM,01,161371
crema-d,github/crema-d/Actor_01/1001_IOM_NEU_XX_01.mp4,crema-d/Actor_01/1001_IOM_NEU_XX_01.mp4,1001_IOM_NEU_XX_01.mp4,1001,Actor_01,train,unknown,NEU,neutral,audio_video,speech,unspecified,IOM,01,197276
crema-d,github/crema-d/Actor_01/1001_IOM_SAD_XX_01.mp4,crema-d/Actor_01/1001_IOM_SAD_XX_01.mp4,1001_IOM_SAD_XX_01.mp4,1001,Actor_01,train,unknown,SAD,sad,audio_video,speech,unspecified,IOM,01,157425
crema-d,github/crema-d/Actor_01/1001_ITH_ANG_XX_01.mp4,crema-d/Actor_01/1001_ITH_ANG_XX_01.mp4,1001_ITH_ANG_XX_01.mp4,1001,Actor_01,train,unknown,ANG,angry,audio_video,speech,unspecified,ITH,01,188770
crema-d,github/crema-d/Actor_01/1001_ITH_DIS_XX_01.mp4,crema-d/Actor_01/1001_ITH_DIS_XX_01.mp4,1001_ITH_DIS_XX_01.mp4,1001,Actor_01,train,unknown,DIS,disgust,audio_video,speech,unspecified,ITH,01,163397
crema-d,github/crema-d/Actor_01/1001_ITH_FEA_XX_01.mp4,crema-d/Actor_01/1001_ITH_FEA_XX_01.mp4,1001_ITH_FEA_XX_01.mp4,1001,Actor_01,train,unknown,FEA,fearful,audio_video,speech,unspecified,ITH,01,175717
crema-d,github/crema-d/Actor_01/1001_ITH_HAP_XX_01.mp4,crema-d/Actor_01/1001_ITH_HAP_XX_01.mp4,1001_ITH_HAP_XX_01.mp4,1001,Actor_01,train,unknown,HAP,happy,audio_video,speech,unspecified,ITH,01,190624
crema-d,github/crema-d/Actor_01/1001_ITH_NEU_XX_01.mp4,crema-d/Actor_01/1001_ITH_NEU_XX_01.mp4,1001_ITH_NEU_XX_01.mp4,1001,Actor_01,train,unknown,NEU,neutral,audio_video,speech,unspecified,ITH,01,194284
crema-d,github/crema-d/Actor_01/1001_ITH_SAD_XX_01.mp4,crema-d/Actor_01/1001_ITH_SAD_XX_01.mp4,1001_ITH_SAD_XX_01.mp4,1001,Actor_01,train,unknown,SAD,sad,audio_video,speech,unspecified,ITH,01,175083
crema-d,github/crema-d/Actor_01/1001_ITS_ANG_XX_01.mp4,crema-d/Actor_01/1001_ITS_ANG_XX_01.mp4,1001_ITS_ANG_XX_01.mp4,1001,Actor_01,train,unknown,ANG,angry,audio_video,speech,unspecified,ITS,01,207573
crema-d,github/crema-d/Actor_01/1001_ITS_DIS_XX_01.mp4,crema-d/Actor_01/1001_ITS_DIS_XX_01.mp4,1001_ITS_DIS_XX_01.mp4,1001,Actor_01,train,unknown,DIS,disgust,audio_video,speech,unspecified,ITS,01,183046
crema-d,github/crema-d/Actor_01/1001_ITS_FEA_XX_01.mp4,crema-d/Actor_01/1001_ITS_FEA_XX_01.mp4,1001_ITS_FEA_XX_01.mp4,1001,Actor_01,train,unknown,FEA,fearful,audio_video,speech,unspecified,ITS,01,172494
crema-d,github/crema-d/Actor_01/1001_ITS_HAP_XX_01.mp4,crema-d/Actor_01/1001_ITS_HAP_XX_01.mp4,1001_ITS_HAP_XX_01.mp4,1001,Actor_01,train,unknown,HAP,happy,audio_video,speech,unspecified,ITS,01,172232
crema-d,github/crema-d/Actor_01/1001_ITS_NEU_XX_01.mp4,crema-d/Actor_01/1001_ITS_NEU_XX_01.mp4,1001_ITS_NEU_XX_01.mp4,1001,Actor_01,train,unknown,NEU,neutral,audio_video,speech,unspecified,ITS,01,183885
crema-d,github/crema-d/Actor_01/1001_ITS_SAD_XX_01.mp4,crema-d/Actor_01/1001_ITS_SAD_XX_01.mp4,1001_ITS_SAD_XX_01.mp4,1001,Actor_01,train,unknown,SAD,sad,audio_video,speech,unspecified,ITS,01,206040
crema-d,github/crema-d/Actor_01/1001_IWL_ANG_XX_01.mp4,crema-d/Actor_01/1001_IWL_ANG_XX_01.mp4,1001_IWL_ANG_XX_01.mp4,1001,Actor_01,train,unknown,ANG,angry,audio_video,speech,unspecified,IWL,01,248350
crema-d,github/crema-d/Actor_01/1001_IWL_DIS_XX_01.mp4,crema-d/Actor_01/1001_IWL_DIS_XX_01.mp4,1001_IWL_DIS_XX_01.mp4,1001,Actor_01,train,unknown,DIS,disgust,audio_video,speech,unspecified,IWL,01,207912
crema-d,github/crema-d/Actor_01/1001_IWL_FEA_XX_01.mp4,crema-d/Actor_01/1001_IWL_FEA_XX_01.mp4,1001_IWL_FEA_XX_01.mp4,1001,Actor_01,train,unknown,FEA,fearful,audio_video,speech,unspecified,IWL,01,198051
crema-d,github/crema-d/Actor_01/1001_IWL_HAP_XX_01.mp4,crema-d/Actor_01/1001_IWL_HAP_XX_01.mp4,1001_IWL_HAP_XX_01.mp4,1001,Actor_01,train,unknown,HAP,happy,audio_video,speech,unspecified,IWL,01,167078
crema-d,github/crema-d/Actor_01/1001_IWL_NEU_XX_01.mp4,crema-d/Actor_01/1001_IWL_NEU_XX_01.mp4,1001_IWL_NEU_XX_01.mp4,1001,Actor_01,train,unknown,NEU,neutral,audio_video,speech,unspecified,IWL,01,212560
crema-d,github/crema-d/Actor_01/1001_IWL_SAD_XX_01.mp4,crema-d/Actor_01/1001_IWL_SAD_XX_01.mp4,1001_IWL_SAD_XX_01.mp4,1001,Actor_01,train,unknown,SAD,sad,audio_video,speech,unspecified,IWL,01,208922
crema-d,github/crema-d/Actor_01/1001_IWW_ANG_XX_01.mp4,crema-d/Actor_01/1001_IWW_ANG_XX_01.mp4,1001_IWW_ANG_XX_01.mp4,1001,Actor_01,train,unknown,ANG,angry,audio_video,speech,unspecified,IWW,01,165997
crema-d,github/crema-d/Actor_01/1001_IWW_DIS_XX_01.mp4,crema-d/Actor_01/1001_IWW_DIS_XX_01.mp4,1001_IWW_DIS_XX_01.mp4,1001,Actor_01,train,unknown,DIS,disgust,audio_video,speech,unspecified,IWW,01,165440
crema-d,github/crema-d/Actor_01/1001_IWW_FEA_XX_01.mp4,crema-d/Actor_01/1001_IWW_FEA_XX_01.mp4,1001_IWW_FEA_XX_01.mp4,1001,Actor_01,train,unknown,FEA,fearful,audio_video,speech,unspecified,IWW,01,165610
crema-d,github/crema-d/Actor_01/1001_IWW_HAP_XX_01.mp4,crema-d/Actor_01/1001_IWW_HAP_XX_01.mp4,1001_IWW_HAP_XX_01.mp4,1001,Actor_01,train,unknown,HAP,happy,audio_video,speech,unspecified,IWW,01,163641
crema-d,github/crema-d/Actor_01/1001_IWW_NEU_XX_01.mp4,crema-d/Actor_01/1001_IWW_NEU_XX_01.mp4,1001_IWW_NEU_XX_01.mp4,1001,Actor_01,train,unknown,NEU,neutral,audio_video,speech,unspecified,IWW,01,159441
crema-d,github/crema-d/Actor_01/1001_IWW_SAD_XX_01.mp4,crema-d/Actor_01/1001_IWW_SAD_XX_01.mp4,1001_IWW_SAD_XX_01.mp4,1001,Actor_01,train,unknown,SAD,sad,audio_video,speech,unspecified,IWW,01,165664
crema-d,github/crema-d/Actor_01/1001_MTI_ANG_XX_01.mp4,crema-d/Actor_01/1001_MTI_ANG_XX_01.mp4,1001_MTI_ANG_XX_01.mp4,1001,Actor_01,train,unknown,ANG,angry,audio_video,speech,unspecified,MTI,01,230078
crema-d,github/crema-d/Actor_01/1001_MTI_DIS_XX_01.mp4,crema-d/Actor_01/1001_MTI_DIS_XX_01.mp4,1001_MTI_DIS_XX_01.mp4,1001,Actor_01,train,unknown,DIS,disgust,audio_video,speech,unspecified,MTI,01,229128
crema-d,github/crema-d/Actor_01/1001_MTI_FEA_XX_01.mp4,crema-d/Actor_01/1001_MTI_FEA_XX_01.mp4,1001_MTI_FEA_XX_01.mp4,1001,Actor_01,train,unknown,FEA,fearful,audio_video,speech,unspecified,MTI,01,199552
crema-d,github/crema-d/Actor_01/1001_MTI_HAP_XX_01.mp4,crema-d/Actor_01/1001_MTI_HAP_XX_01.mp4,1001_MTI_HAP_XX_01.mp4,1001,Actor_01,train,unknown,HAP,happy,audio_video,speech,unspecified,MTI,01,186931
crema-d,github/crema-d/Actor_01/1001_MTI_NEU_XX_01.mp4,crema-d/Actor_01/1001_MTI_NEU_XX_01.mp4,1001_MTI_NEU_XX_01.mp4,1001,Actor_01,train,unknown,NEU,neutral,audio_video,speech,unspecified,MTI,01,177733
crema-d,github/crema-d/Actor_01/1001_MTI_SAD_XX_01.mp4,crema-d/Actor_01/1001_MTI_SAD_XX_01.mp4,1001_MTI_SAD_XX_01.mp4,1001,Actor_01,train,unknown,SAD,sad,audio_video,speech,unspecified,MTI,01,173181
crema-d,github/crema-d/Actor_01/1001_TAI_ANG_XX_01.mp4,crema-d/Actor_01/1001_TAI_ANG_XX_01.mp4,1001_TAI_ANG_XX_01.mp4,1001,Actor_01,train,unknown,ANG,angry,audio_video,speech,unspecified,TAI,01,183268
crema-d,github/crema-d/Actor_01/1001_TAI_DIS_XX_01.mp4,crema-d/Actor_01/1001_TAI_DIS_XX_01.mp4,1001_TAI_DIS_XX_01.mp4,1001,Actor_01,train,unknown,DIS,disgust,audio_video,speech,unspecified,TAI,01,220374
crema-d,github/crema-d/Actor_01/1001_TAI_FEA_XX_01.mp4,crema-d/Actor_01/1001_TAI_FEA_XX_01.mp4,1001_TAI_FEA_XX_01.mp4,1001,Actor_01,train,unknown,FEA,fearful,audio_video,speech,unspecified,TAI,01,185402
crema-d,github/crema-d/Actor_01/1001_TAI_HAP_XX_01.mp4,crema-d/Actor_01/1001_TAI_HAP_XX_01.mp4,1001_TAI_HAP_XX_01.mp4,1001,Actor_01,train,unknown,HAP,happy,audio_video,speech,unspecified,TAI,01,189078
crema-d,github/crema-d/Actor_01/1001_TAI_NEU_XX_01.mp4,crema-d/Actor_01/1001_TAI_NEU_XX_01.mp4,1001_TAI_NEU_XX_01.mp4,1001,Actor_01,train,unknown,NEU,neutral,audio_video,speech,unspecified,TAI,01,188639
crema-d,github/crema-d/Actor_01/1001_TAI_SAD_XX_01.mp4,crema-d/Actor_01/1001_TAI_SAD_XX_01.mp4,1001_TAI_SAD_XX_01.mp4,1001,Actor_01,train,unknown,SAD,sad,audio_video,speech,unspecified,TAI,01,209689
crema-d,github/crema-d/Actor_01/1001_TIE_ANG_XX_01.mp4,crema-d/Actor_01/1001_TIE_ANG_XX_01.mp4,1001_TIE_ANG_XX_01.mp4,1001,Actor_01,train,unknown,ANG,angry,audio_video,speech,unspecified,TIE,01,231443
crema-d,github/crema-d/Actor_01/1001_TIE_DIS_XX_01.mp4,crema-d/Actor_01/1001_TIE_DIS_XX_01.mp4,1001_TIE_DIS_XX_01.mp4,1001,Actor_01,train,unknown,DIS,disgust,audio_video,speech,unspecified,TIE,01,170896
crema-d,github/crema-d/Actor_01/1001_TIE_FEA_XX_01.mp4,crema-d/Actor_01/1001_TIE_FEA_XX_01.mp4,1001_TIE_FEA_XX_01.mp4,1001,Actor_01,train,unknown,FEA,fearful,audio_video,speech,unspecified,TIE,01,170428
crema-d,github/crema-d/Actor_01/1001_TIE_HAP_XX_01.mp4,crema-d/Actor_01/1001_TIE_HAP_XX_01.mp4,1001_TIE_HAP_XX_01.mp4,1001,Actor_01,train,unknown,HAP,happy,audio_video,speech,unspecified,TIE,01,182790
crema-d,github/crema-d/Actor_01/1001_TIE_NEU_XX_01.mp4,crema-d/Actor_01/1001_TIE_NEU_XX_01.mp4,1001_TIE_NEU_XX_01.mp4,1001,Actor_01,train,unknown,NEU,neutral,audio_video,speech,unspecified,TIE,01,175824
crema-d,github/crema-d/Actor_01/1001_TIE_SAD_XX_01.mp4,crema-d/Actor_01/1001_TIE_SAD_XX_01.mp4,1001_TIE_SAD_XX_01.mp4,1001,Actor_01,train,unknown,SAD,sad,audio_video,speech,unspecified,TIE,01,229304
crema-d,github/crema-d/Actor_01/1001_TSI_ANG_XX_01.mp4,crema-d/Actor_01/1001_TSI_ANG_XX_01.mp4,1001_TSI_ANG_XX_01.mp4,1001,Actor_01,train,unknown,ANG,angry,audio_video,speech,unspecified,TSI,01,203090
crema-d,github/crema-d/Actor_01/1001_TSI_DIS_XX_01.mp4,crema-d/Actor_01/1001_TSI_DIS_XX_01.mp4,1001_TSI_DIS_XX_01.mp4,1001,Actor_01,train,unknown,DIS,disgust,audio_video,speech,unspecified,TSI,01,165159
crema-d,github/crema-d/Actor_01/1001_TSI_FEA_XX_01.mp4,crema-d/Actor_01/1001_TSI_FEA_XX_01.mp4,1001_TSI_FEA_XX_01.mp4,1001,Actor_01,train,unknown,FEA,fearful,audio_video,speech,unspecified,TSI,01,157388
crema-d,github/crema-d/Actor_01/1001_TSI_HAP_XX_01.mp4,crema-d/Actor_01/1001_TSI_HAP_XX_01.mp4,1001_TSI_HAP_XX_01.mp4,1001,Actor_01,train,unknown,HAP,happy,audio_video,speech,unspecified,TSI,01,179143
crema-d,github/crema-d/Actor_01/1001_TSI_NEU_XX_01.mp4,crema-d/Actor_01/1001_TSI_NEU_XX_01.mp4,1001_TSI_NEU_XX_01.mp4,1001,Actor_01,train,unknown,NEU,neutral,audio_video,speech,unspecified,TSI,01,195212
crema-d,github/crema-d/Actor_01/1001_TSI_SAD_XX_01.mp4,crema-d/Actor_01/1001_TSI_SAD_XX_01.mp4,1001_TSI_SAD_XX_01.mp4,1001,Actor_01,train,unknown,SAD,sad,audio_video,speech,unspecified,TSI,01,191826
crema-d,github/crema-d/Actor_01/1001_WSI_ANG_XX_01.mp4,crema-d/Actor_01/1001_WSI_ANG_XX_01.mp4,1001_WSI_ANG_XX_01.mp4,1001,Actor_01,train,unknown,ANG,angry,audio_video,speech,unspecified,WSI,01,217329
crema-d,github/crema-d/Actor_01/1001_WSI_DIS_XX_01.mp4,crema-d/Actor_01/1001_WSI_DIS_XX_01.mp4,1001_WSI_DIS_XX_01.mp4,1001,Actor_01,train,unknown,DIS,disgust,audio_video,speech,unspecified,WSI,01,213785
crema-d,github/crema-d/Actor_01/1001_WSI_FEA_XX_01.mp4,crema-d/Actor_01/1001_WSI_FEA_XX_01.mp4,1001_WSI_FEA_XX_01.mp4,1001,Actor_01,train,unknown,FEA,fearful,audio_video,speech,unspecified,WSI,01,187746
crema-d,github/crema-d/Actor_01/1001_WSI_HAP_XX_01.mp4,crema-d/Actor_01/1001_WSI_HAP_XX_01.mp4,1001_WSI_HAP_XX_01.mp4,1001,Actor_01,train,unknown,HAP,happy,audio_video,speech,unspecified,WSI,01,173059
crema-d,github/crema-d/Actor_01/1001_WSI_NEU_XX_01.mp4,crema-d/Actor_01/1001_WSI_NEU_XX_01.mp4,1001_WSI_NEU_XX_01.mp4,1001,Actor_01,train,unknown,NEU,neutral,audio_video,speech,unspecified,WSI,01,207997
crema-d,github/crema-d/Actor_01/1001_WSI_SAD_XX_01.mp4,crema-d/Actor_01/1001_WSI_SAD_XX_01.mp4,1001_WSI_SAD_XX_01.mp4,1001,Actor_01,train,unknown,SAD,sad,audio_video,speech,unspecified,WSI,01,180284
crema-d,github/crema-d/Actor_02/1002_DFA_ANG_XX_02.mp4,crema-d/Actor_02/1002_DFA_ANG_XX_02.mp4,1002_DFA_ANG_XX_02.mp4,1002,Actor_02,train,unknown,ANG,angry,audio_video,speech,unspecified,DFA,02,205284
crema-d,github/crema-d/Actor_02/1002_DFA_DIS_XX_02.mp4,crema-d/Actor_02/1002_DFA_DIS_XX_02.mp4,1002_DFA_DIS_XX_02.mp4,1002,Actor_02,train,unknown,DIS,disgust,audio_video,speech,unspecified,DFA,02,217806
crema-d,github/crema-d/Actor_02/1002_DFA_FEA_XX_02.mp4,crema-d/Actor_02/1002_DFA_FEA_XX_02.mp4,1002_DFA_FEA_XX_02.mp4,1002,Actor_02,train,unknown,FEA,fearful,audio_video,speech,unspecified,DFA,02,200863
